x1,x2,label
98.70206720306918,18.682672289687485,0
81.59158296662818,14.668992842875905,0
84.54181720147702,13.093064965956236,0
43.79295190671696,8.685071897252495,0
53.975383737711915,21.304628099672584,0
52.74005907021753,22.683395443239718,0
86.9699368747979,27.657077915952964,0
70.16412082125991,14.695119016721526,0
54.26857732434439,2.685915816797202,0
63.0190966917008,4.296684094019499,0
98.21803191391037,33.694931911231976,0
59.05905761149589,39.674327776143855,0
61.163051149504355,42.78556591250427,0
68.0643315297392,3.063318482136179,0
37.67191366728082,25.08231237350754,0
48.85189660875808,9.946054607635613,0
57.370504184195006,4.110079020809154,0
52.76178135811478,1.5975796244217966,0
58.086908274200624,37.478123447546785,0
61.90472748003746,40.28317044128773,0
38.13595246249469,26.802631495113637,0
59.348325808257044,15.584722091169523,0
60.669608504254036,37.067732740622894,0
27.787700749374423,1.7732960407798704,0
67.06432439872403,24.260577108975077,0
56.573616000796235,13.537402289705314,0
65.87076624022917,27.623794304888172,0
49.28726953986487,0.22617135282042566,0
41.52932194442774,17.976642235403762,0
47.3711804239478,35.073047194608264,0
97.73527828530712,23.613914082365504,0
73.59982197024046,10.385077509884354,0
75.26312906320352,22.60569163195142,0
42.084338661196774,11.175490613597795,0
77.27890377331114,10.871299304839422,0
60.13647038419311,47.10008736346435,0
90.66215133932415,10.122808264517069,0
53.814328260085766,40.48866283542394,0
81.03595965532561,7.003080735899148,0
89.6383594843782,6.814583026084287,0
51.154959597887405,39.07866778787368,0
90.32686891592249,16.095858767730743,0
89.0817319543168,27.95521573052937,0
86.56418751732448,1.4902086847366713,0
43.95168680046169,12.899458219676829,0
91.93519099782218,3.986026090100425,0
43.487793008394945,14.385551211757107,0
52.382710962244225,38.62159541111158,0
78.94707435707288,2.8781170644766596,0
48.90438651204141,17.61948285460995,0
89.04711088184663,44.34072329719218,0
96.97018026180588,17.455200090303425,0
50.9513861600758,28.40866744851247,0
87.64985678397737,8.530047685243215,0
45.52299740000243,21.705994093382785,0
88.60692135730811,20.08781295140192,0
43.30414809454116,25.649011205338546,0
95.95441119464643,45.57779176159007,0
86.38927076064908,25.664719796806178,0
77.9334662913721,30.15491681450123,0
90.80328384062784,18.852125642822635,0
84.14723489309861,31.892638118831872,0
29.313620837820576,14.327221208061047,0
58.77578105116753,27.20275341770062,0
24.08942267229186,10.710909723961247,0
40.40979150186729,2.2849886948289155,0
21.99380702118596,9.06331605452162,0
59.62021995361432,23.934802043195937,0
74.56718147142847,33.46073849278466,0
81.45452328277976,10.02520502518377,0
57.875910597770385,8.226032863275845,0
64.21417392983247,35.38540671261208,0
93.35257388263844,5.817914447072569,0
37.30929550136728,14.653868307610141,0
78.26453250674217,10.239623673486953,0
56.19322380709071,46.00203538727434,0
93.20648318672154,13.322930518814058,0
57.66435936749501,4.512943363662803,0
51.60624120502945,32.91675248265752,0
62.74858258980122,15.839653900080265,0
88.26763215456772,31.052108380956124,0
54.89028903221409,7.973775586942688,0
85.63342851739708,21.961051928243393,0
21.090983309915668,4.666151701702114,0
84.30641907481818,37.39046056946083,0
54.037681479152866,14.605399285737953,0
89.39452582717871,23.316569448313896,0
54.58220942296054,38.053586439677154,0
50.80722633261621,33.5622409853176,0
97.50966334589867,42.88864231257785,0
96.65551944548481,22.431743628539515,0
46.984284431016285,23.477871115035175,0
48.927154106354344,29.598952121161272,0
66.24374382209598,20.14878097495839,0
79.89265204904676,34.366067263793454,0
57.20070890919667,9.328417144106261,0
66.18554960435252,7.0073501482291185,0
86.07572020112143,31.039191528276145,0
54.84863089675497,42.98717686892141,0
73.3098014306491,2.711693126387116,0
64.86348470272489,37.20634182409118,0
93.63233312151323,3.3877039807365006,0
63.205877415588965,17.290185125077883,0
74.50854487258506,48.43590142057056,0
76.43077008397508,31.91853229926941,0
